"canonical_id","canonical_name","detloc","facility_address","facility_city","facility_state","facility_zip","facility_type_detailed","facility_type_wiki","id_range","type_detailed_corrected","type_grouped_corrected"
1038,"La Plata County Jail","LAPLACO","742 Turner Drive","Durango","CO","81303","USMS IGA","Jail","dmcp_only","USMS IGA","Federal"
1039,"Mecklenburg County Jail Central","MECKLN2","801 East Fourth St","Charlotte","NC","28202","USMS IGA","Jail","dmcp_only",NA,NA
1040,"Mississippi County Detention Center","MISCOMO","200 West Commercial Street","Charleston","MO","63834","IGSA","Jail","dmcp_only","IGSA","Non-Dedicated"
1041,"Montgomery County Correctional Facility","MONTGPA","60 Eagleville Road","Norristown","PA","19403","USMS IGA","Jail","dmcp_only","USMS IGA","Federal"
1042,"Montgomery County Mac Sim Butler Detention Facilit","MONTGAL","250 Mcdonough Street","Montgomery","AL","36103","USMS IGA","Jail","dmcp_only","USMS IGA","Federal"
1043,"Navajo County Sheriff","NAVSOAZ","100 East Carter Drive","Holbrook","AZ","86025","IGSA","Jail","dmcp_only","IGSA","Non-Dedicated"
1044,"Ontario County Jail","ONTARNY","3045 County Complex Drive","Canandaigua","NY","14424","USMS IGA","Jail","dmcp_only","USMS IGA","Federal"
1045,"Orange County Central Women's Jail","OCCWJCA","550 North Flower Street","Santa Ana","CA","92703","IGSA","Jail","dmcp_only","IGSA","Non-Dedicated"
1046,"Pomona City Jail","POMONCA","490 West Mission Boulevard","Pomona","CA","91766","USMS IGA","Jail","dmcp_only","USMS IGA","Federal"
1047,"Pueblo County Jail","PUEBLCO","909 Court Street","Pueblo","CO","81003","USMS IGA","Jail","dmcp_only","USMS IGA","Federal"
1048,"Rice County Detention Center","RICECKS","1482 West United States Highway 56","Lyons","KS","67554","IGSA","Jail","dmcp_only","IGSA","Non-Dedicated"
1049,"Salem County Correctional Facility","SALEMNJ","125 Cemetery Road","Woodstown","NJ","80898","USMS IGA","Jail","dmcp_only","USMS IGA","Federal"
1050,"San Bernardino County Jail","SBERNCA","630 East Rialto Avenue","San Bernardino","CA","92408","USMS IGA","Jail","dmcp_only","USMS IGA","Federal"
1051,"Santa Ana City Jail","SACITCA","62 Civic Center Plaza","Santa Ana","CA","92701","IGSA","Jail","dmcp_only","IGSA","Non-Dedicated"
1052,"Tensas Parish Detention Center","TENSALA","8606 Hwy 65","Waterproof","LA","71375","IGSA","Jail","dmcp_only","IGSA","Non-Dedicated"
1053,"Utah County Jail","UTAHCUT","3075 North Main Street","Spanish Fork","UT","84660","IGSA","Jail","dmcp_only","IGSA","Non-Dedicated"
1054,"Cook Inlet Pretrial, Anch","AKCOOKI","1300 E 4th Avenue","Anchorage","AK","99501",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1055,"Fairbanks Corr Ctr","AKFAIRB","1931 Eagan Street","Fairbanks","AK","99701",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1056,"Goose Creek Correctional Center","AKGSCCC","22301 Alsop Rd","Wasilla","AK","99654",NA,"Other","ddp_other","Unknown","Other/Unknown"
1057,"Highland Mtn Cor Ctr","AKHIGHL","9101 Hesterberg Road","Eagle River","AK","99577",NA,"Jail","ddp_other","USMS IGA","Federal"
1058,"Ketchikan Regional CC","AKKETCH","1201 Schoenbar Road","Ketchikan","AK","99901",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1059,"Lemon Creek, Juneau,AK","AKLEMON","2000 Lemon Creek Road","Juneau","AK","99801",NA,"Jail","ddp_other","USMS IGA","Federal"
1060,"Matsu Pretrial, Palmer AK","AKMATSU","339 E. Dogwood","Palmer","AK","99645",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1061,"Kodiak City Jail","KODIAAK","217 Lower Mill Bay Road","Kodiak","AK","99615",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1062,"Phoenix Fed.Corr.Inst.","BOPPHX","37910 N 45th Ave Dept 1700","Phoenix","AZ","85027",NA,"Federal Prison","ddp_other","BOP","Federal"
1063,"Tucson Fed.Corr.Inst.","BOPTCN","8901 South Wilmot Road","Tucson","AZ","85706",NA,"Federal Prison","ddp_other","BOP","Federal"
1064,"La Palma Corr Ctr APSO","LPAPSAZ","5501 North La Palma Road","Eloy","AZ","85131",NA,"Dedicated Migrant Detention Center","ddp_other","DIGSA","Dedicated"
1065,"Pima County Jail","PIMAJAZ","1270 West Silverlake Road","Tucson","AZ","85713",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1066,"Pinal County Jail","PINALAZ","971 N. Jason Lopez Circle","Florence","AZ","85132",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1067,"Lompoc FCI","BOPLOF","3600 Guard Road","Lompoc","CA","93436",NA,"Federal Prison","ddp_other","BOP","Federal"
1068,"Lompoc USP","BOPLOM","3901 Klein Blvd.","Lompoc","CA","93436",NA,"Federal Prison","ddp_other","BOP","Federal"
1069,"Los Angeles Met.Det.Ctr.","BOPLOS","300 N. Los Angeles St.","Los Angeles","CA","90012",NA,"Federal Prison","ddp_other","BOP","Federal"
1070,"FCI Victorville","BOPVIM","13777 Air Base Rd","Victorville","CA","92392",NA,"Federal Prison","ddp_other","BOP","Federal"
1071,"Calif. Men Colony, West","CAMENCW","Colony Dr","San Luis Obispo","CA","93409",NA,"Jail","ddp_other","state_prison","Non-Dedicated"
1072,"Csp-Sacramento","CASPSAC","100 Prison Road","Represa","CA","95671",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1073,"Central Valley Annex","CVANXCA","254 Taylor Avenue","Mcfarland","CA","93250",NA,"Private Migrant Detention Center","ddp_other","CDF","Dedicated"
1074,"Facility 8 Detention Facility","FCLT8CA","446 Alta Rd","San Diego","CA","92158",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1075,"Kern County Jail (Lerdo)","KERCOCA","17695 Industrial Farm Road","Bakersfield","CA","93308",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1076,"Los Angeles County Jail-Twin Tower","LOSCJCA","450 Bauchet Street","Los Angeles","CA","90012",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1077,"Los Angeles Police PD 77th Div.","LPD77CA","7600 S Broadway","Los Angeles","CA","90003",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1078,"San Diego County Jail","SNDCOCA","446 Alta Rd","San Diego","CA","92158",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1079,"South Bay Detent Facility","SOBAYCA","500 3rd Avenue","Chula Vista","CA","91910",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1080,"Ventura County Jail","VENTUCA","800 South Victoria Avenue","Ventura","CA","93009",NA,"Jail","ddp_other","USMS IGA","Federal"
1081,"Arapahoe County Jail","ARAPACO","3686 South Court Place","Littleton","CO","80120",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1082,"Aurora City Jail","AURORCO","1500 East Alameda Drive","Aurora","CO","80017",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1083,"BI Incororated, GEO Group Company","BIINCCO","3130 North Oakland Street","Aurora","CO","80010",NA,"Private Migrant Detention Center","ddp_other","CDF","Dedicated"
1084,"Colo Dept Of Corrections","CODCCSP","East Hwy 50 And Evans Ave","Canon City","CO","81212",NA,"Jail","ddp_other",NA,"Non-Dedicated"
1085,"Denver County Jail","DENVECO","10500 East Smith Road","Denver","CO","80239",NA,"Jail","ddp_other","USMS IGA","Federal"
1086,"Douglas County Detention Center","DOUGLCO","355 South Wilcox","Castle Rock","CO","80104",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1087,"LIRS - LFSRM Fort Collins LTFC CO","LIRSFCO","2032 Lowe Street, Suite 200","Fort Collins","CO","80525",NA,"Other","ddp_other",NA,"Other/Unknown"
1088,"Mesa County Jail","MESJACO","215 Rice Street","Grand Junction","CO","81501",NA,"Jail","ddp_other","USMS IGA","Federal"
1089,"Hartford Corr Center","HARFOCT","177 Weston Street","Hartford","CT","06120",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1090,"Bay County","BAYCOFL","5700 Star Lane","Panama City","FL","32404",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1091,"Brevard County Jail Complex","BREVDFL","860 Camp Road","Cocoa","FL","32927",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1092,"Charlotte County Jail","CHRLTFL","26601 Airport Rd","Punta Gorda","FL","33982",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1093,"Citrus County Jail","CITRUFL","2604 W. Woodland Ridge Dr.","Lecanto","FL","34461",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1094,"Columbia County Jail","COLUMFL","389 NW Quinten St","Lake City","FL","32055",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1095,"Baker C. I.","FLBAKCI","20706 U.S. Highway 90 West","Sanderson","FL","32087",NA,"State Migrant Detention Center","ddp_other","STATE","Dedicated"
1096,"Charlotte CI, Punta Gorda","FLCHACI","33123 Oil Well Road","Punta Gorda","FL","33955",NA,"Jail","ddp_other","state_prison","Non-Dedicated"
1097,"Flagler County Jail","FLGLRFL","1001 Justice Lane","Bunnell","FL","32110",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1098,"Hendry County Jail","HENDRFL","101 South Bridge Street","Labelle","FL","33935",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1099,"Manatee County Detention-Annex","MANATFL","11490 Harlee Rd.","Palmetto","FL","34221",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1100,"Marion County Jail","MARIOFL","3290 NW 10th St","Ocala","FL","34475",NA,"Jail","ddp_other","USMS IGA","Federal"
1101,"Metro Dade Jail","METROFL","5680 Southwest 87th Avenue","Miami","FL","33173",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1102,"Nassau County Jail","NASSAFL","76212 Nicholas Cutinha Road","Yulee","FL","32097",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1103,"Osceola County Jail","OSCEOFL","402 Simpson Road","Kissimmee","FL","34744",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1104,"Palm Beach County Jail","PALMBFL","3228 Gun Club Road","West Palm Beach","FL","33406",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1105,"Polk County Jail","POLKJFL","2390 Bob Phillips Road","Bartow","FL","33830",NA,"Jail","ddp_other",NA,"Non-Dedicated"
1106,"Putman County Jail","PUTMAFL","130 Orie Griffin Blvd","Palatka","FL","32177",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1107,"Sarasota County Jail","SARASFL","2020 Main St","Sarasota","FL","34237",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1108,"Seminole County Jail","SMNOLFL","211 Eslinger Way","Sanford","FL","32773",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1109,"Santa Rosa County Jail","SROSAFL","5755 East Milton Road","Milton","FL","32583",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1110,"St. John's County Jail","STJONFL","3955 Lewis Speedway","St. Augustine","FL","32095",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1111,"St. Lucie County Jail","STLUCFL","900 N. Rock Rd","Fort Pierce","FL","34945",NA,"Jail","ddp_other",NA,"Non-Dedicated"
1112,"Sumter County Jail","SUMTEFL","219 E Anderson Avenue","Bushnell","FL","33513",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1113,"Suwannee County Jail","SUWANFL","200 Ohio Ave S","Live Oak","FL","32064",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1114,"Walton County D.O.C.","WALTNFL","691 Institution Rd.","Defuniak Springs","FL","32433",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1115,"Bartow Co Jail","BARTOGA","104 Zena Dr","Cartersville","GA","30121",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1116,"McRae Correctional Facility, CCA","BOPRAE","1000 Jim Hammock Dr.","Mcrae","GA","31055",NA,"Federal Prison","ddp_other","BOP","Federal"
1117,"D. Ray James Prison","GADRYJM","3262 Highway 252","Folkston","GA","31537",NA,"Federal Prison","ddp_other","BOP","Federal"
1118,"Scott County Det.Facility","SCOTTIA","400 West 4th Street","Davenport","IA","52801",NA,"Jail","ddp_other","USMS IGA","Federal"
1119,"Gooding County Jail","GOODCID","624 Main St.","Gooding","ID","83330",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1120,"Twin Falls County Jail","TFALLID","425 Shoshone Street North","Twin Falls","ID","83301",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1121,"Jefferson County Jail","JEFFEIL","911 Casey Avenue","Mount Vernon","IL","62864",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1122,"Garden City Processing @ Finney Co","GCPFCKS","304 N. 9th Street","Garden City","KS","67846",NA,"Other","ddp_other","Unknown","Other/Unknown"
1123,"Lexington Processing @ Fayette Co","LEXFCKY","600 Old Frankford Cr","Lexington","KY","40510",NA,"Jail","ddp_other","USMS IGA","Federal"
1124,"Woodford County Sheriff/Jail","WOODFKY","204 Beasley Drive","Versailles","KY","40383",NA,"Jail","ddp_other",NA,"Non-Dedicated"
1125,"Oakdale Fed.Det.Center","BOPOAD","2105 E. Whatley Rd.","Oakdale","LA","71463",NA,"Federal Prison","ddp_other","BOP","Federal"
1126,"St Charles Parish Jail","STCHRLA","5061 La Highway 3127","Killona","LA","70057",NA,"Jail","ddp_other",NA,"Non-Dedicated"
1127,"US Marshals, W.D. LA.","USMWDLA","300 Fanin St. #1202","Shreveport","LA","71101",NA,"Jail","ddp_other","USMS IGA","Federal"
1128,"Devens FMC","BOPDEV","42 Patton Road","Ayer","MA","01432",NA,"Federal Prison","ddp_other","BOP/Medical","Federal"
1129,"Boston SPC","BPC","476-498 Hanover St Exd","Boston","MA","02109",NA,"ICE Migrant Detention Center","ddp_other","SPC","Dedicated"
1130,"Peabody PD","PBDPDMA","6 Allens Ln","Peabody","MA","01960",NA,"Jail","ddp_other","police_dept","Non-Dedicated"
1131,"St. Mary's Co Det Cntr","SMARYMD","41880 Baldridge Street","Leonardtown","MD","20650",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1132,"Washington Co. Detention","WASHIMD","500 Western Maryland Parkway","Hagerstown","MD","21740",NA,"Jail","ddp_other",NA,"Non-Dedicated"
1133,"Maine Youth Center - Long Creek","MEYTHCT","675 Westbrook St.","South Portland","ME","04106",NA,"Juvenile Detention Center","ddp_other","Juvenile","Family/Youth"
1134,"Monroe County Sheriff/Jail-Main","MNROEMI","100 East 2nd Street","Monroe","MI","48161",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1135,"Washington County Jail","WAJAIMN","14900 North 612 Street","Stillwater","MN","55082",NA,"Jail","ddp_other","USMS IGA","Federal"
1136,"Springfield Fed.Med.Cntr","BOPSPG","1900 W. Sunshine","Springfield","MO","65808",NA,"Federal Prison","ddp_other","BOP","Federal"
1137,"Harrison Detention Center","HARRIMS","10451 Larkin Smith Drive","Gulfport","MS","39503",NA,"Jail","ddp_other",NA,"Non-Dedicated"
1138,"Gallatin County Jail","GALLAMT","615 South 16th Street","Bozeman","MT","59715",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1139,"Toole County Jail","TOOLEMT","235 Deer Lodge Avenue","Shelby","MT","59474",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1140,"Yellowstone County Jail","YELLOMT","3165 King Avenue East","Billings","MT","59101",NA,"Jail","ddp_other","USMS IGA","Federal"
1141,"Henderson County Det. Fac.","HENDENC","375 1st Avenue East","Hendersonville","NC","28792",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1142,"Grand Forks Co. Juvenile","GFJUVND","1701 North Washington St","Grand Forks","ND","58206",NA,"Juvenile Detention Center","ddp_other","Juvenile","Family/Youth"
1143,"Pierce County Jail","PIERCND","110 Industial Park Road","Rugby","ND","58368",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1144,"Scotts Bluff Co Jail","SCOTTNE","1725 10th St","Gering","NE","69341",NA,"Jail","ddp_other","USMS IGA","Federal"
1145,"Monmouth County Jail","MONMONJ","1 Waterworks Road","Freehold","NJ","07728",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1146,"Bernalillo County Det Ctr","BERNANM","415 Roma N.W.","Albuquerque","NM","87102",NA,"Dedicated Migrant Detention Center","ddp_other","DIGSA","Dedicated"
1147,"Curry County Det Fac","CURRYNM","801 Mitchell Street","Clovis","NM","88101",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1148,"Courthouse USM Cntl Islip","CHMCINY","100 Federal Plaza","Central Islip","NY","11722",NA,"Other","ddp_other","Other","Other/Unknown"
1149,"JFK International Ap - T7","JFKTSNY","Terminal 7","Jamaica","NY","11430",NA,"Other","ddp_other","Other","Other/Unknown"
1150,"Nassau County ICE Trailer","NASTRNY","100 Carman Avenue","East Meadow","NY","11554",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1151,"Fishkill C.F. Beacon Ny","NYFISHC","18 Strack Dr","Beacon","NY","12508",NA,"Jail","ddp_other","state_prison","Non-Dedicated"
1152,"Great Meadow C.F.","NYGREAC","11739 Ny-22","Comstock","NY","12821",NA,"Jail","ddp_other","state_prison","Non-Dedicated"
1153,"Groveland C.F. Sonyea","NYGROVC","7000 Sonyea Rd","Sonyea","NY","14556",NA,"Jail","ddp_other","state_prison","Non-Dedicated"
1154,"Marcy Correctional","NYMARCC","9000 Old River Road","Marcy","NY","13403",NA,"Jail","ddp_other","state_prison","Non-Dedicated"
1155,"Washington Correctional","NYWASHC","72 Lock Eleven Lane","Comstock","NY","12821",NA,"Jail","ddp_other",NA,"Non-Dedicated"
1156,"Suffolk Co.Correc Fac","SUFFONY","100 Center Drive","Riverhead","NY","11901",NA,"Jail","ddp_other","USMS IGA","Federal"
1157,"Marion Co Jail","MARICOR","4000 Aumsville Highway SE","Salem","OR","97301",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1158,"USP Canaan","BOPCAA","3057 Easton Turnpike","Waymart","PA","18472",NA,"Federal Prison","ddp_other","BOP","Federal"
1159,"Lackawana Cnty Jail, PA","LACKAPA","1371 North Washington Avenue","Scranton","PA","18509",NA,"Jail","ddp_other","USMS IGA","Federal"
1160,"Anderson County Det Center","ANDERSC","1009 David Lee Coffee Pl Rd","Anderson","SC","29625",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1161,"Union County Jail","UNIONSD","209 E Main St #250","Elk Point","SD","57025",NA,"Jail","ddp_other","USMS IGA","Federal"
1162,"Nashville Comm. Corr.","BOPCNV","701 Broadway Street","Nashville","TN","37203",NA,"Federal Prison","ddp_other","BOP","Federal"
1163,"Hamilton Co. Jail (Tenn)","HAMILTN","601 Justice Way","Chattanooga","TN","37421",NA,"Jail","ddp_other",NA,"Non-Dedicated"
1164,"Jackson County Sheriff","JACKSTN","620 Hospital Dr","Gainesboro","TN","38562",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1165,"Alamo Police Dept.","ALAMOTX","840 W Austin St","Alamo","TX","78516",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1166,"Bell County Jail","BELCOTX","111 W. Central","Belton","TX","76513",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1167,"Cameron County Jail","CAMERTX","954 E. Harrison","Brownsville","TX","78520",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1168,"Edinburg Police Dept.","EDNBGTX","1702 S. Closner Blvd.","Edinburg","TX","78539",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1169,"El Paso County Jail (TX)","ELPCOTX","12501 Montana Ave","El Paso","TX","79938",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1170,"Hidalgo County Jail","HIDALTX","3100 South Hwy 281","Edinburg","TX","78539",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1171,"Harlingen Police Dept.","HRLGNTX","1018 Fair Park","Harlingen","TX","78550",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1172,"Kinney County Jail","KINNETX","109 North Street","Brackettville","TX","78832",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1173,"Lasalle County Jail","LASALTX","703 N Main Street","Cotulla","TX","78014",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1174,"Maverick County Jail","MAVERTX","1051 Balboa Jones Boulevard","Eagle Pass","TX","78852",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1175,"Mclennan County Jail","MCCLETX","501 Washington Avenue","Waco","TX","76701",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1176,"Potter County Jail","POTTRTX","13103 NE 29th","Amarillo","TX","79111",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1177,"Ursula Centralized Processing Cntr","URSLATX","3700 W Ursula Ave","Mcallen","TX","78503",NA,"Federal Prison","ddp_other","CBP","Federal"
1178,"Uvalde County Jail","UVALDTX","399 East Nopal","Uvalde","TX","78801",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1179,"Webb County Jail","WEBCOTX","9998 South Highway 83","Laredo","TX","78046",NA,"Jail","ddp_other",NA,"Non-Dedicated"
1180,"Wilson County Jail","WILSOTX","800 10th St Unit 4","Floresville","TX","78114",NA,"Jail","ddp_other",NA,"Non-Dedicated"
1181,"Zavala County Jail","ZAVCOTX","200 E Uvalde Street #5","Crystal City","TX","78839",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1182,"Salt Lake County Jail","SLSLCUT","3415 South 900 West","Salt Lake City","UT","84119",NA,"Jail","ddp_other","USMS IGA","Federal"
1183,"Summit County Jail","SUMMIUT","6300 North Silver Creek Drive","Park City","UT","84098",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1184,"B.R.R.J. Abingdon","ABIRJVA","510 Ninth Street","Lynchburg","VA","24504",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1185,"Petersburg Fed.Corr.Inst.","BOPPET","1060 River Rd","Hopewell","VA","23860",NA,"Federal Prison","ddp_other","BOP","Federal"
1186,"Chesterfield Co. Jail","CHFLDVA","6900 Mimms Dr","Chesterfield","VA","23832",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1187,"Chesapeake City Jail","CHSPKVA","400 Albemarle Dr","Chesapeake","VA","23322",NA,"Jail","ddp_other",NA,"Non-Dedicated"
1188,"Culpeper Co. Adult Det. Center","CULPEVA","131 W. Cameron St.","Culpeper","VA","22701",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1189,"Central VA Regional Jail","CVREGVA","13021 James Madison Hwy","Orange","VA","22960",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1190,"Henrico County Jail","HENRIVA","17320 New Kent Hwy","Barhamsville","VA","23011",NA,"Jail","ddp_other",NA,"Non-Dedicated"
1191,"B.R.R.J. Halifax","HLFRJVA","1010 Blue Ridge Lane","Halifax","VA","24558",NA,"Jail","ddp_other",NA,"Non-Dedicated"
1192,"Loudoun County","LOUCOVA","42035 Loudoun Center Place","Leesburg","VA","20175",NA,"Jail","ddp_other","USMS IGA","Federal"
1193,"Middle River Regional Jail","MRREGVA","350 Technology Dr","Staunton","VA","24401",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1194,"Northern Neck Reg. Jail","NNREGVA","3908 Richmond Rd","Warsaw","VA","22572",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1195,"Norfolk City Jail","NORFOVA","811 East City Hall Avenue","Norfolk","VA","23510",NA,"Jail","ddp_other","USMS IGA","Federal"
1196,"NW Reg Juv Det Ctr","NRJDCVA","145 Fort Collier Rd.","Winchester","VA","22603",NA,"Juvenile Detention Center","ddp_other","Juvenile","Family/Youth"
1197,"Northwest Reg. Adult Det.","NWREGVA","141 Fort Collier Road","Winchester","VA","22603",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1198,"Piedmont Reg Jail","PMREGVA","801 Industrial Park Road","Farmville","VA","23901",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1199,"Rappahannock Regional Jail","RAPPSVA","1745 Jefferson Davis Highway","Stafford","VA","22554",NA,"Jail","ddp_other","USMS IGA","Federal"
1200,"Virginia Beach","VIRBEVA","2501 James Madison Boulevard","Virginia Beach","VA","23456",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1201,"Addison County Jail","ADDCOVT","35 Court Street","Middlebury","VT","05753",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1202,"VT. Dept. Of Corrections","VTDCORR","103 South Main Street","Waterbury","VT","05676",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1203,"Seatac Fed.Det.Center","BOPSET","2425 S.200th Street","Seatac","WA","98198",NA,"Federal Prison","ddp_other","BOP","Federal"
1204,"Brown County Jail","BROWNWI","3030 Curry Lane","Green Bay","WI","54311",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1205,"Fond Du Lac County Sheriff/Jail","FNDDUWI","63 Western Ave","Fond Du Lac","WI","54935",NA,"Jail","ddp_other","county_jail","Non-Dedicated"
1206,"Morgantown Fed.Corr.Inst.","BOPMRG","446 Greenbag Road","Morgantown","WV","26501",NA,"Federal Prison","ddp_other","BOP","Federal"
1207,"Potomac Highlands Regional Jail","WVPTMAC","355 Dolan Drive","Augusta","WV","26704",NA,"Jail","ddp_other",NA,"Non-Dedicated"
1208,"Campbell County Jail","CAMCOWY","600 W Boxelder Road","Gillette","WY","82718",NA,"Jail","ddp_other","IGSA","Non-Dedicated"
1209,"CBP Movement Coordination Area","UCBPMCA",NA,NA,NA,NA,NA,"Federal Prison","ddp_other","CBP","Federal"
2001,"Atlanta Field Office","ATLHOLD","180 Ted Turner Dr. SW, Suite 522","Atlanta","GA","30303","ero_office","ICE ERO Field Office","ero","Hold","Hold/Staging"
2002,"Baltimore Field Office","BALHOLD","31 Hopkins Plaza, 6th Floor","Baltimore","MD","21201","ero_office","ICE ERO Field Office","ero","Hold","Hold/Staging"
2003,"Boston Field Office","BOSHOLD","1000 District Avenue","Burlington","MA","01803","ero_office","ICE ERO Field Office","ero","Hold","Hold/Staging"
2004,"Buffalo Field Office","BUFHOLD","250 Delaware Avenue, Floor 7","Buffalo","NY","14202","ero_office","ICE ERO Field Office","ero","Hold","Hold/Staging"
2005,"Chicago Field Office","CHIHOLD","101 W Ida B Wells Drive, Suite 4000","Chicago","IL","60605","ero_office","ICE ERO Field Office","ero","Hold","Hold/Staging"
2006,"Dallas Field Office","DALHOLD","8101 N. Stemmons Frwy","Dallas","TX","75247","ero_office","ICE ERO Field Office","ero","Hold","Hold/Staging"
2007,"Denver Field Office","DENHOLD","12445 E. Caley Avenue","Centennial","CO","80111","ero_office","ICE ERO Field Office","ero","Hold","Hold/Staging"
2008,"Detroit Field Office","DETHOLD","985 Michigan Avenue, Suite 207","Detroit","MI","48226","ero_office","ICE ERO Field Office","ero","Hold","Hold/Staging"
2009,"El Paso Field Office",NA,"11541 Montana Ave, Suite E","El Paso","TX","79936","ero_office","ICE ERO Field Office","ero",NA,NA
2010,"Harlingen Field Office","HLGHOLD","1717 Zoy Street","Harlingen","TX","78552","ero_office","ICE ERO Field Office","ero","Hold","Hold/Staging"
2011,"Houston Field Office","HOUHOLD","126 Northpoint Drive","Houston","TX","77060","ero_office","ICE ERO Field Office","ero","Hold","Hold/Staging"
2012,"Los Angeles Field Office","LOSHOLD","300 North Los Angeles St., Room 7631","Los Angeles","CA","90012","ero_office","ICE ERO Field Office","ero","Hold","Hold/Staging"
2013,"Miramar Sub Office","MIAHOLD","2805 SW 145th Ave","Miramar","FL","33027","ero_office","ICE ERO Field Office","ero","Hold","Hold/Staging"
2014,"New Orleans Field Office","NOLHOLD","181 James Drive W","St. Rose","LA","70087","ero_office","ICE ERO Field Office","ero","Hold","Hold/Staging"
2015,"New York City Field Office","NYCHOLD","26 Federal Plaza, 9th Floor","New York","NY","10278","ero_office","ICE ERO Field Office","ero","Hold","Hold/Staging"
